what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407094656885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407094660908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407094681152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407094722806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407094727552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407094759110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407094956937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407095024207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407095265587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407095366514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1407095626415
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1407095626799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1407095628825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1407095632243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407095807141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407095814272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407095859204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407095913496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407095915285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407095996202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407096438264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407096453857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407096454767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407096457182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407096490295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407096960487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407096980389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407097280969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407097558562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407098918632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407098947161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407099072891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407099091468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407099144248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407099157995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407099348297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407099666293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407099670297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407099694766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407099742758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407099744150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407099763611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407099773774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407099775862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407099818694
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1407100046048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407100407155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407100468057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407100738913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407100741469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407100762264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1407102208315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1407102217025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407102653296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407102656112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407102671855
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407102709732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407102757950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407102780612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407102830521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407102833102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407102857204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407103044190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103046488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103075094
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1407103084051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407103089142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103093816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103107422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407103168581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103170764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103207952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407103274368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103276684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103297147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407103357320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103359149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103393220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103405851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103453212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103473788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103739900
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1407103786928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103791504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103791702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103829542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103868017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103945516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407103962138
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1407104088391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407104118274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407104126976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407104165740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407104401422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407104491983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407104511024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407104633543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407104958060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407104979221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407105072489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407105110695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407105116351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407105161502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407105347882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407105774522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407105823789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407105835754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407105902302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407105904684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407105953623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407106059398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407106438124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407106461598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407106970198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407106972569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107009952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407107169465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107171635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107192149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107279830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107306299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107326700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107328116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407107328986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107331245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107337676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407107370283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107371902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107378090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1407107468236
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1407107470866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407107472975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107492498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107499348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407107561252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107563339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107610641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107650582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107663063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107672990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107683435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107685162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107702320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407107758749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107760746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107810605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107824086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107827472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407107836700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107839069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107852848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1407107876839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407107879662
